model,prompt,review_index,response_length,key_phrase_count,similarity_score,meets_threshold,score
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},15,82,2,,True,33.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},16,150,1,,False,60.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},17,168,3,,True,68.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},18,171,3,,True,69.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},19,79,2,,True,32.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},20,141,2,,True,57.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},21,97,2,,True,39.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},22,169,2,,True,68.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},23,176,2,,True,71.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},24,243,2,,True,98.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},25,277,2,,True,111.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},26,152,2,,True,61.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},27,178,2,,True,72.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},28,169,1,,False,68.00000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},29,174,2,,True,70.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},30,161,2,,True,65.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},31,161,3,,True,65.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},32,226,2,,True,91.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},33,132,2,,True,53.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},34,5,0,,False,2.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},35,142,3,,True,58.00000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},36,204,2,,True,82.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},37,253,2,,True,102.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},38,18,0,,False,7.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},39,186,2,,True,75.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},40,123,3,,True,50.400000000000006
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},41,165,1,,False,66.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},42,137,2,,True,55.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},43,223,2,,True,90.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},44,169,1,,False,68.00000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},45,154,3,,True,62.800000000000004
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},46,246,2,,True,99.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},47,234,3,,True,94.80000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},48,168,1,,False,67.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},49,138,3,,True,56.400000000000006
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},50,189,1,,False,76.00000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},51,114,1,,False,46.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},52,225,2,,True,90.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},53,130,2,,True,52.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},54,159,2,,True,64.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},55,195,1,,False,78.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},56,146,2,,True,59.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},57,207,3,,True,84.00000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},58,218,3,,True,88.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},59,143,2,,True,58.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},60,163,2,,True,66.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},61,102,2,,True,41.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},62,151,3,,True,61.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},63,143,2,,True,58.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},64,118,2,,True,48.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},65,35,0,,False,14.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},66,235,2,,True,94.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},67,114,3,,True,46.800000000000004
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},68,159,3,,True,64.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},69,170,1,,False,68.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},70,166,3,,True,67.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},71,130,3,,True,53.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},72,145,2,,True,58.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},73,177,2,,True,71.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},74,207,2,,True,83.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},75,114,3,,True,46.800000000000004
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},76,158,1,,False,63.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},77,192,2,,True,77.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},78,147,3,,True,60.00000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},79,199,2,,True,80.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},80,208,2,,True,84.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},81,242,2,,True,97.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},82,149,3,,True,60.800000000000004
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},83,208,1,,False,83.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},84,108,1,,False,43.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},85,175,3,,True,71.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},86,169,3,,True,68.80000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},87,133,2,,True,54.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},88,197,1,,False,79.20000000000002
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},89,203,2,,True,82.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},90,94,2,,True,38.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},91,157,3,,True,64.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},92,205,2,,True,82.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},93,257,2,,True,103.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},94,275,2,,True,110.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},95,178,2,,True,72.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},96,150,3,,True,61.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},97,180,3,,True,73.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},98,231,2,,True,93.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},99,176,2,,True,71.2
